vendor_id,total_orders,accepted_orders,avg_rating,cancellation_rate,complaints_count,performance
2664,330,140,4.3,0.46,97,Poor
2665,473,97,3.3,0.29,8,Poor
2666,4415,826,4.1,0.01,63,Average
2667,4299,3332,4.2,0.48,99,Poor
2668,1800,1061,4.3,0.15,30,Average
2669,4807,473,4.7,0.22,18,Poor
2670,2017,1486,3.6,0.14,64,Average
2671,4138,2995,2.9,0.36,87,Poor
2672,4228,2344,3.3,0.24,97,Poor
2673,2996,1467,3.6,0.07,16,Average
2674,1499,1070,4.3,0.05,33,Average
2675,2381,1908,2.5,0.36,98,Poor
2676,2270,382,3.3,0.12,35,Poor
2677,3839,3474,4.4,0.07,12,Good
2678,2860,2818,4.2,0.25,58,Poor
2679,4778,4640,4.3,0.4,88,Poor
2680,1581,1425,4.5,0.14,75,Average
2681,4932,3275,4.5,0.14,20,Average
2682,3040,1237,4.2,0.42,64,Poor
2683,4543,1505,3.6,0.07,5,Average
2684,1193,75,5.0,0.31,10,Poor
2685,983,249,3.9,0.48,79,Poor
2686,1510,508,3.0,0.42,21,Poor
2687,2773,1875,3.2,0.03,10,Poor
2688,2562,741,4.2,0.16,36,Average
2689,335,203,4.8,0.07,25,Average
2690,314,60,2.9,0.47,56,Poor
2691,2417,1527,2.7,0.49,25,Poor
2692,3497,1023,4.7,0.12,20,Average
2693,4966,945,4.8,0.33,56,Poor
2694,1812,875,3.2,0.42,25,Poor
2695,3098,103,3.4,0.12,14,Poor
2696,2431,2113,4.2,0.09,62,Average
2697,2319,1562,3.3,0.01,34,Poor
2698,90,73,4.7,0.21,10,Poor
2699,117,27,2.8,0.45,72,Poor
2700,1037,202,2.6,0.45,86,Poor
2701,4058,1752,3.0,0.06,67,Poor
2702,3248,1215,3.2,0.1,93,Poor
2703,4840,928,2.8,0.2,91,Poor
2704,2574,609,2.7,0.39,88,Poor
2705,1135,975,4.4,0.31,85,Poor
2706,2529,1163,2.9,0.26,88,Poor
2707,1743,1324,4.8,0.3,89,Poor
2708,2365,1351,3.4,0.05,49,Poor
2709,828,727,4.2,0.24,28,Poor
2710,4639,3368,3.1,0.5,63,Poor
2711,1635,1573,3.1,0.04,40,Poor
2712,1542,314,3.9,0.26,95,Poor
2713,710,72,3.9,0.15,25,Average
2714,1398,825,4.4,0.27,27,Poor
2715,1349,71,4.4,0.29,83,Poor
2716,3990,2795,4.2,0.29,47,Poor
2717,2036,91,3.6,0.43,65,Poor
2718,2094,47,4.7,0.19,22,Average
2719,3566,488,4.1,0.26,38,Poor
2720,1108,783,5.0,0.01,68,Average
2721,1026,905,4.5,0.39,20,Poor
2722,4627,1444,2.6,0.13,85,Poor
2723,777,220,3.3,0.41,48,Poor
2724,2577,839,3.9,0.13,74,Average
2725,3186,1509,4.3,0.01,93,Average
2726,392,159,3.9,0.08,91,Average
2727,1497,579,4.5,0.49,35,Poor
2728,2429,398,3.2,0.16,80,Poor
2729,3709,1938,3.0,0.05,84,Poor
2730,576,196,2.6,0.06,36,Poor
2731,1946,1095,3.9,0.16,99,Average
2732,4804,98,4.2,0.02,88,Average
2733,2123,1428,3.3,0.26,87,Poor
2734,4965,4949,4.0,0.11,93,Average
2735,455,83,2.6,0.26,41,Poor
2736,1623,1051,2.7,0.07,61,Poor
2737,4650,2092,4.3,0.21,98,Poor
2738,3790,469,3.4,0.3,84,Poor
2739,4324,1504,4.2,0.03,5,Good
2740,4277,2265,4.6,0.2,84,Poor
2741,1896,1137,4.6,0.15,7,Average
2742,1528,456,2.9,0.12,68,Poor
2743,2445,1570,3.7,0.3,39,Poor
2744,821,709,4.3,0.29,9,Poor
2745,628,397,4.4,0.32,30,Poor
2746,2951,606,4.5,0.08,29,Average
2747,243,123,3.1,0.14,50,Poor
2748,2057,1849,3.0,0.1,84,Poor
2749,1235,646,4.0,0.27,35,Poor
2750,2444,2051,4.4,0.23,60,Poor
2751,3048,2525,3.3,0.17,26,Poor
2752,1842,383,2.8,0.39,34,Poor
2753,1160,154,4.3,0.05,59,Average
2754,4055,393,3.2,0.49,31,Poor
2755,2311,2106,2.9,0.06,89,Poor
2756,3786,2007,2.9,0.39,3,Poor
2757,3843,2886,3.3,0.18,90,Poor
2758,1986,66,4.0,0.43,99,Poor
2759,4925,3923,3.4,0.04,26,Poor
2760,4407,3052,2.6,0.19,46,Poor
2761,779,380,2.7,0.17,5,Poor
2762,4428,1568,3.2,0.5,81,Poor
2763,3501,1189,4.1,0.49,25,Poor
2764,4507,387,2.7,0.09,23,Poor
2765,4586,84,3.9,0.31,70,Poor
2766,2190,773,2.8,0.27,43,Poor
2767,1694,1563,3.0,0.08,13,Poor
2768,2850,2055,2.9,0.08,12,Poor
2769,191,67,2.7,0.49,25,Poor
2770,1505,775,4.2,0.23,42,Poor
2771,4846,2248,3.7,0.06,42,Average
2772,2146,1544,4.6,0.11,65,Average
2773,1375,616,2.7,0.13,86,Poor
2774,1263,1198,2.9,0.26,27,Poor
2775,1209,806,3.3,0.17,0,Poor
2776,4700,3626,4.4,0.23,95,Poor
2777,4549,2694,3.3,0.08,11,Poor
2778,4747,3909,3.5,0.16,49,Poor
2779,390,318,3.3,0.04,52,Poor
2780,3878,3190,2.7,0.44,59,Poor
2781,2018,635,4.8,0.1,54,Average
2782,753,391,3.9,0.38,34,Poor
2783,4463,1606,4.5,0.17,60,Average
2784,2479,131,4.1,0.24,25,Poor
2785,1850,472,3.8,0.15,30,Average
2786,4962,2823,2.7,0.35,56,Poor
2787,4698,2651,4.1,0.42,11,Poor
2788,905,158,2.9,0.14,92,Poor
2789,1862,250,3.5,0.12,4,Poor
2790,2916,1282,4.1,0.34,98,Poor
2791,3692,3051,4.5,0.1,6,Average
2792,232,232,4.2,0.32,15,Poor
2793,3162,1479,4.2,0.05,95,Average
2794,4542,1962,2.9,0.31,51,Poor
2795,1567,580,3.4,0.26,80,Poor
2796,1406,1346,2.6,0.06,20,Poor
2797,2224,2139,4.3,0.32,26,Poor
2798,3679,3354,4.9,0.22,78,Poor
2799,3678,1877,3.2,0.11,22,Poor
2800,4146,81,2.7,0.18,71,Poor
2801,3289,1514,3.7,0.25,24,Poor
2802,3741,1200,4.6,0.05,10,Good
2803,68,57,3.9,0.48,62,Poor
2804,3453,2192,2.6,0.33,56,Poor
2805,4729,2808,4.9,0.05,84,Average
2806,4601,1895,4.6,0.41,53,Poor
2807,3054,2228,2.8,0.16,9,Poor
2808,1182,560,4.8,0.3,49,Poor
2809,3389,645,3.6,0.14,72,Average
2810,3361,1634,3.4,0.37,0,Poor
2811,3422,125,3.7,0.36,85,Poor
2812,1037,150,4.6,0.28,69,Poor
2813,3371,1728,4.1,0.12,29,Average
2814,4665,2843,2.6,0.13,54,Poor
2815,223,105,4.9,0.19,97,Average
2816,3791,1928,2.9,0.07,76,Poor
2817,3102,2069,4.4,0.17,85,Average
2818,776,252,4.1,0.34,5,Poor
2819,3810,388,3.0,0.42,23,Poor
2820,1925,1294,2.9,0.17,84,Poor
2821,4083,965,4.7,0.12,86,Average
2822,1039,1024,3.5,0.42,4,Poor
2823,3794,3199,4.1,0.45,6,Poor
2824,2736,2247,3.8,0.21,2,Poor
2825,469,232,4.3,0.01,12,Good
2826,643,312,3.7,0.35,53,Poor
2827,1824,603,3.2,0.39,62,Poor
2828,2509,2242,3.4,0.01,75,Poor
2829,985,142,4.6,0.3,5,Poor
2830,3858,2294,3.7,0.29,97,Poor
2831,381,320,3.0,0.19,78,Poor
2832,3499,2495,4.8,0.37,46,Poor
2833,2752,784,4.5,0.21,81,Poor
2834,4056,3749,2.6,0.34,54,Poor
2835,3918,2699,5.0,0.26,48,Poor
2836,4250,447,4.2,0.12,56,Average
2837,251,125,2.9,0.3,2,Poor
2838,2547,2034,3.1,0.37,21,Poor
2839,1892,831,4.2,0.49,34,Poor
2840,1916,126,4.4,0.19,27,Average
2841,2046,1591,3.1,0.03,41,Poor
2842,959,678,3.1,0.49,11,Poor
2843,4355,3353,3.3,0.31,0,Poor
2844,4708,4012,4.0,0.47,99,Poor
2845,3239,1202,2.9,0.05,93,Poor
2846,820,284,2.8,0.17,22,Poor
2847,3205,1245,4.2,0.07,27,Average
2848,2551,174,4.4,0.42,68,Poor
2849,2764,915,3.8,0.44,35,Poor
2850,4774,3925,3.4,0.25,53,Poor
2851,3635,1541,3.6,0.09,46,Average
2852,1678,1640,3.5,0.06,55,Poor
2853,436,299,4.9,0.29,9,Poor
2854,3471,2312,4.4,0.25,4,Poor
2855,4058,1343,3.0,0.35,13,Poor
2856,4143,1405,3.5,0.15,23,Poor
2857,4413,3919,3.9,0.2,62,Poor
2858,2516,2453,4.0,0.01,27,Average
2859,2332,1321,3.7,0.31,20,Poor
2860,1906,1793,4.5,0.21,75,Poor
2861,2048,734,4.4,0.46,19,Poor
2862,1286,778,3.8,0.32,61,Poor
2863,4719,766,4.6,0.2,95,Poor
2864,4194,612,4.4,0.13,50,Average
2865,1200,858,4.4,0.45,39,Poor
2866,4368,4131,4.9,0.01,84,Average
2867,1481,1012,3.2,0.16,80,Poor
2868,1869,1088,3.2,0.47,64,Poor
2869,2374,1364,4.7,0.33,27,Poor
2870,1180,670,4.4,0.27,53,Poor
2871,2708,2215,4.8,0.1,1,Average
2872,3550,2422,2.7,0.42,80,Poor
2873,424,255,4.1,0.1,13,Average
2874,2170,722,2.9,0.12,13,Poor
2875,4070,632,3.8,0.1,43,Average
2876,2071,124,2.9,0.08,81,Poor
2877,3755,1517,2.8,0.48,39,Poor
2878,3309,415,2.5,0.3,33,Poor
2879,3485,2673,4.1,0.32,64,Poor
2880,1939,1263,3.4,0.48,17,Poor
2881,1873,1853,2.8,0.12,33,Poor
2882,1524,870,3.3,0.0,86,Poor
2883,2292,2008,2.9,0.3,48,Poor
2884,3293,461,4.9,0.25,79,Poor
2885,3184,1688,3.3,0.24,82,Poor
2886,2120,892,3.3,0.03,54,Poor
2887,409,174,4.6,0.23,61,Poor
2888,2091,1071,4.1,0.14,69,Average
2889,1191,813,4.3,0.14,23,Average
2890,1685,494,4.1,0.11,80,Average
2891,4050,647,4.9,0.17,47,Average
2892,1993,1348,3.0,0.18,79,Poor
2893,4824,3604,5.0,0.15,38,Average
2894,3411,2569,4.6,0.49,47,Poor
2895,3030,367,4.0,0.47,69,Poor
2896,56,34,4.2,0.29,79,Poor
2897,3317,2762,4.1,0.49,8,Poor
2898,1641,1380,2.6,0.5,28,Poor
2899,4978,2093,3.0,0.18,67,Poor
2900,3314,3168,4.9,0.22,59,Poor
2901,2656,1972,3.8,0.48,25,Poor
2902,3269,2284,3.4,0.3,37,Poor
2903,3323,1371,4.4,0.11,61,Average
2904,963,856,3.8,0.34,25,Poor
2905,2061,793,2.5,0.1,13,Poor
2906,1492,1066,4.3,0.17,98,Average
2907,3104,689,4.3,0.11,48,Average
2908,3596,737,2.9,0.12,42,Poor
2909,4271,2666,4.9,0.0,87,Average
2910,4962,286,3.1,0.44,7,Poor
2911,2978,1458,3.6,0.15,39,Average
2912,1879,665,2.8,0.04,24,Poor
2913,625,286,4.0,0.04,62,Average
2914,979,352,3.4,0.28,3,Poor
2915,3809,1042,3.4,0.5,14,Poor
2916,3749,2057,4.6,0.07,15,Good
2917,1513,469,2.5,0.05,53,Poor
2918,3325,584,4.5,0.22,10,Poor
2919,4978,1079,3.9,0.28,27,Poor
2920,1104,47,5.0,0.15,6,Average
2921,1950,239,4.0,0.15,37,Average
2922,1507,425,2.6,0.21,23,Poor
2923,1449,290,2.6,0.16,94,Poor
2924,3465,1779,4.7,0.46,67,Poor
2925,492,158,4.6,0.02,36,Average
2926,3700,811,3.4,0.12,34,Poor
2927,4702,3602,4.0,0.4,5,Poor
2928,1228,982,3.7,0.42,32,Poor
2929,4508,1329,4.9,0.06,95,Average
2930,1307,853,4.9,0.49,98,Poor
2931,3684,336,5.0,0.35,80,Poor
2932,1891,1633,4.7,0.14,53,Average
2933,2359,1340,4.8,0.23,95,Poor
2934,960,357,3.0,0.15,13,Poor
2935,4390,1350,4.6,0.08,18,Good
2936,4687,4466,4.3,0.15,87,Average
2937,4059,530,4.9,0.29,10,Poor
2938,2219,511,3.9,0.41,70,Poor
2939,2222,1951,2.7,0.18,44,Poor
2940,173,101,4.0,0.17,59,Average
2941,3208,2076,4.2,0.23,87,Poor
2942,835,516,3.1,0.32,57,Poor
2943,2466,1603,3.5,0.38,87,Poor
2944,846,580,4.0,0.16,77,Average
2945,4222,1595,3.4,0.29,23,Poor
2946,4204,3966,3.4,0.19,10,Poor
2947,1986,811,2.8,0.36,71,Poor
2948,2206,1781,4.9,0.08,43,Average
2949,3857,2011,4.4,0.13,78,Average
2950,1351,1151,2.5,0.21,65,Poor
2951,4213,3346,4.4,0.44,87,Poor
2952,3190,2100,4.3,0.29,44,Poor
2953,3286,1066,2.5,0.48,73,Poor
2954,2402,68,3.4,0.05,31,Poor
2955,1982,481,4.0,0.23,16,Poor
2956,2771,2657,3.6,0.21,53,Poor
2957,414,355,4.4,0.3,9,Poor
2958,4966,1401,3.6,0.41,85,Poor
2959,2440,1165,2.9,0.42,5,Poor
2960,996,463,4.9,0.34,90,Poor
2961,1427,378,3.1,0.32,19,Poor
2962,1489,365,4.3,0.47,0,Poor
2963,3230,212,2.9,0.19,63,Poor
2964,4907,3554,3.3,0.42,80,Poor
2965,390,263,3.6,0.46,0,Poor
2966,3039,1704,3.0,0.25,60,Poor
2967,432,165,3.6,0.36,78,Poor
2968,1606,497,2.9,0.19,0,Poor
2969,349,335,3.9,0.08,80,Average
2970,188,141,4.2,0.29,45,Poor
2971,408,160,2.7,0.1,59,Poor
2972,4981,2475,4.7,0.23,42,Poor
2973,1572,305,3.0,0.44,43,Poor
2974,3506,1941,3.1,0.04,37,Poor
2975,1677,870,4.2,0.02,1,Good
2976,1353,130,3.7,0.3,81,Poor
2977,1184,639,3.7,0.17,11,Average
2978,2236,812,2.8,0.21,92,Poor
2979,3220,2117,4.5,0.2,22,Poor
2980,3885,3105,4.0,0.04,8,Average
2981,2201,1177,2.8,0.0,7,Poor
2982,1287,607,3.4,0.45,49,Poor
2983,3785,2663,4.5,0.11,79,Average
2984,2884,2737,3.9,0.21,61,Poor
2985,4310,1329,2.8,0.49,22,Poor
2986,1048,333,3.4,0.41,92,Poor
2987,2617,316,3.1,0.05,58,Poor
2988,1357,588,3.8,0.25,9,Poor
2989,706,183,4.6,0.37,11,Poor
2990,2710,851,3.6,0.35,61,Poor
2991,2261,629,3.6,0.38,75,Poor
2992,1959,35,4.8,0.23,29,Poor
2993,3780,3435,3.9,0.09,73,Average
2994,2096,1389,3.9,0.23,77,Poor
2995,3212,91,3.2,0.32,67,Poor
2996,1190,289,4.0,0.3,46,Poor
2997,316,306,3.9,0.04,83,Average
2998,1895,85,3.5,0.03,40,Poor
2999,1758,899,5.0,0.48,6,Poor
3000,3680,87,4.7,0.08,93,Average
3001,3261,1236,4.4,0.15,87,Average
3002,2343,1422,3.8,0.38,73,Poor
3003,3782,993,3.7,0.2,51,Poor
3004,3879,3259,3.0,0.09,44,Poor
3005,1560,1452,3.3,0.23,37,Poor
3006,525,44,4.4,0.28,35,Poor
3007,1026,662,3.6,0.23,80,Poor
3008,1257,856,4.7,0.46,84,Poor
3009,2010,1145,2.9,0.14,57,Poor
3010,607,441,3.8,0.33,45,Poor
3011,932,794,4.1,0.06,66,Average
3012,2244,945,3.8,0.2,64,Poor
3013,4811,4235,4.7,0.37,17,Poor
3014,2717,1958,5.0,0.11,1,Average
3015,4727,3834,2.8,0.29,3,Poor
3016,4840,3382,2.8,0.08,95,Poor
3017,1660,507,2.8,0.05,82,Poor
3018,3538,3252,4.2,0.26,83,Poor
3019,2504,2145,3.4,0.34,41,Poor
3020,4544,3485,4.3,0.06,48,Average
3021,1996,460,3.5,0.46,48,Poor
3022,4860,3631,4.1,0.11,6,Average
3023,4849,481,4.4,0.06,8,Good
3024,2858,631,3.9,0.1,70,Average
3025,3875,1337,3.8,0.08,26,Average
3026,3586,3491,2.7,0.05,20,Poor
3027,3852,1679,3.5,0.4,34,Poor
3028,4227,3183,3.9,0.25,87,Poor
3029,4749,25,3.7,0.19,95,Average
3030,2020,700,4.8,0.48,75,Poor
3031,3872,2962,4.8,0.19,86,Average
3032,2869,2338,4.6,0.08,35,Average
3033,952,639,3.4,0.14,92,Poor
3034,414,406,4.3,0.12,66,Average
3035,4308,2878,3.5,0.25,42,Poor
3036,3169,2626,3.1,0.15,7,Poor
3037,2608,118,3.4,0.26,97,Poor
3038,1913,545,2.7,0.33,77,Poor
3039,165,151,3.3,0.39,35,Poor
3040,2434,1709,3.7,0.36,47,Poor
3041,3985,1158,4.9,0.1,45,Average
3042,4985,4511,3.3,0.06,31,Poor
3043,2540,789,4.8,0.27,6,Poor
3044,992,676,3.1,0.1,73,Poor
3045,1774,1043,3.0,0.04,11,Poor
3046,2384,1565,3.8,0.26,54,Poor
3047,2817,2812,4.2,0.16,22,Average
3048,1187,702,2.6,0.38,74,Poor
3049,2577,1576,3.1,0.16,51,Poor
3050,4167,34,3.6,0.49,12,Poor
3051,3470,2435,3.3,0.38,75,Poor
3052,4828,2705,4.3,0.03,70,Average
3053,3956,2920,3.8,0.25,52,Poor
3054,3687,1256,2.9,0.28,62,Poor
3055,3003,2767,4.7,0.35,73,Poor
3056,2417,24,3.2,0.25,70,Poor
3057,4271,3240,4.3,0.24,50,Poor
3058,326,91,4.4,0.18,57,Average
3059,2049,1535,4.9,0.14,26,Average
3060,1277,1031,3.7,0.47,6,Poor
3061,3802,3317,4.0,0.16,49,Average
3062,3785,2653,3.3,0.03,23,Poor
3063,745,188,4.2,0.08,86,Average
3064,1359,780,3.7,0.43,24,Poor
3065,4202,811,3.6,0.29,43,Poor
3066,3284,1019,4.6,0.39,35,Poor
3067,4164,171,2.6,0.4,56,Poor
3068,2361,2291,4.7,0.41,96,Poor
3069,2891,523,4.6,0.28,36,Poor
3070,4258,2111,3.8,0.09,51,Average
3071,3609,2764,3.7,0.07,62,Average
3072,3448,523,3.4,0.29,6,Poor
3073,591,260,5.0,0.18,93,Average
3074,2744,862,2.8,0.28,59,Poor
3075,4724,4466,4.0,0.25,94,Poor
3076,1138,42,4.2,0.3,36,Poor
3077,3413,1679,4.8,0.02,20,Average
3078,74,41,4.5,0.02,97,Average
3079,1622,1086,4.1,0.36,45,Poor
3080,3008,2533,2.8,0.1,20,Poor
3081,4286,4155,3.4,0.33,83,Poor
3082,1817,322,2.8,0.27,97,Poor
3083,4793,4290,4.7,0.49,71,Poor
3084,2285,1018,4.4,0.42,95,Poor
3085,250,39,4.4,0.21,51,Poor
3086,3248,1504,4.1,0.31,93,Poor
3087,306,128,3.8,0.06,28,Average
3088,3797,1236,2.9,0.19,68,Poor
3089,4692,2311,3.3,0.37,93,Poor
3090,2291,855,2.8,0.31,75,Poor
3091,3225,2347,4.3,0.24,38,Poor
3092,3656,1079,2.9,0.09,26,Poor
3093,3386,2624,4.3,0.4,76,Poor
3094,4947,951,4.2,0.14,9,Average
3095,463,110,3.6,0.41,35,Poor
3096,2064,409,2.8,0.31,94,Poor
3097,1431,1402,3.3,0.19,15,Poor
3098,1148,569,3.3,0.02,35,Poor
3099,3476,2998,4.3,0.12,89,Average
3100,3705,1271,2.8,0.44,83,Poor
3101,959,221,4.6,0.41,33,Poor
3102,237,113,4.4,0.29,36,Poor
3103,4094,3912,3.0,0.23,71,Poor
3104,3806,1081,4.3,0.32,67,Poor
3105,2065,752,4.2,0.23,58,Poor
3106,2142,519,4.4,0.32,28,Poor
3107,3694,1742,3.0,0.15,30,Poor
3108,2180,2135,2.9,0.42,65,Poor
3109,407,247,3.1,0.35,88,Poor
3110,2472,2190,3.4,0.16,2,Poor
3111,4307,355,4.5,0.42,68,Poor
3112,4595,1196,4.3,0.24,21,Poor
3113,1547,993,4.8,0.09,79,Average
3114,2208,798,2.6,0.04,72,Poor
3115,2605,1205,2.5,0.35,52,Poor
3116,2392,1953,4.2,0.43,47,Poor
3117,3001,1486,3.2,0.4,72,Poor
3118,1288,442,3.3,0.33,75,Poor
3119,1023,557,3.9,0.07,46,Average
3120,4777,958,2.8,0.05,41,Poor
3121,4015,823,4.1,0.17,3,Average
3122,1100,653,3.3,0.43,81,Poor
3123,3751,1273,4.1,0.48,81,Poor
3124,2830,1102,4.6,0.12,41,Average
3125,1638,115,2.9,0.38,42,Poor
3126,3928,1305,4.8,0.29,96,Poor
3127,2418,373,3.8,0.02,41,Average
3128,486,331,4.8,0.27,2,Poor
3129,2878,1179,3.0,0.4,58,Poor
3130,1606,986,4.0,0.14,80,Average
3131,3908,2990,3.5,0.45,75,Poor
3132,1354,492,4.4,0.12,10,Average
3133,2434,1189,4.0,0.04,80,Average
3134,232,31,3.7,0.08,34,Average
3135,1639,106,4.8,0.42,49,Poor
3136,1637,128,3.4,0.21,62,Poor
3137,709,442,3.0,0.4,69,Poor
3138,209,108,4.0,0.27,98,Poor
3139,4003,3357,4.1,0.24,5,Poor
3140,1061,1013,3.6,0.4,31,Poor
3141,102,96,3.7,0.21,10,Poor
3142,2357,841,4.9,0.4,42,Poor
3143,1278,956,4.3,0.05,38,Average
3144,1085,1024,2.8,0.32,12,Poor
3145,3752,2716,3.0,0.35,12,Poor
3146,4095,210,4.9,0.45,38,Poor
3147,4995,952,4.3,0.11,45,Average
3148,4499,4257,4.8,0.3,33,Poor
3149,1314,1116,3.3,0.22,66,Poor
3150,1934,859,4.4,0.19,31,Average
3151,1859,1210,4.3,0.05,67,Average
3152,3217,2235,3.2,0.07,64,Poor
3153,3847,585,3.9,0.42,72,Poor
3154,2391,1302,4.1,0.37,6,Poor
3155,3464,1482,3.7,0.19,90,Average
3156,867,130,4.6,0.41,2,Poor
3157,2487,763,4.6,0.04,85,Average
3158,938,692,4.6,0.31,79,Poor
3159,717,550,4.5,0.43,71,Poor
3160,4778,3041,3.7,0.42,68,Poor
3161,2674,581,3.5,0.19,48,Poor
3162,4282,321,4.6,0.37,57,Poor
3163,4573,3787,3.7,0.21,93,Poor
3164,868,204,3.1,0.42,27,Poor
3165,2238,529,3.8,0.27,26,Poor
3166,1156,838,2.9,0.38,21,Poor
3167,2274,1353,4.2,0.04,93,Average
3168,247,109,3.3,0.3,70,Poor
3169,2721,2223,3.2,0.28,93,Poor
3170,3542,2854,4.9,0.3,12,Poor
3171,2498,814,4.4,0.35,21,Poor
3172,520,451,4.5,0.46,74,Poor
3173,1998,1543,4.1,0.39,4,Poor
3174,3949,780,4.6,0.11,21,Average
3175,2060,166,4.4,0.41,78,Poor
3176,3850,2548,4.0,0.06,52,Average
3177,4168,454,4.9,0.31,38,Poor
3178,3846,1562,3.0,0.44,36,Poor
3179,4038,3760,4.9,0.05,30,Average
3180,284,190,3.5,0.42,61,Poor
3181,978,88,3.8,0.4,92,Poor
3182,3657,1649,2.8,0.25,80,Poor
3183,572,205,3.9,0.15,5,Average
3184,3573,2971,4.0,0.2,80,Poor
3185,4576,2733,5.0,0.48,33,Poor
3186,4938,3389,4.9,0.1,86,Average
3187,1679,70,4.9,0.29,51,Poor
3188,4678,4615,3.4,0.04,29,Poor
3189,1366,388,5.0,0.11,12,Average
3190,2907,2791,3.6,0.38,57,Poor
3191,1174,376,4.6,0.15,93,Average
3192,2637,1549,3.0,0.49,52,Poor
3193,1073,275,3.8,0.25,19,Poor
3194,1428,1193,4.9,0.26,5,Poor
3195,3424,1531,4.9,0.02,54,Average
3196,1569,298,4.2,0.48,30,Poor
3197,276,78,4.5,0.09,58,Average
3198,941,465,2.9,0.27,18,Poor
3199,4122,1612,4.3,0.2,69,Poor
3200,2307,1532,4.0,0.21,97,Poor
3201,2838,1450,2.7,0.32,27,Poor
3202,446,386,2.8,0.33,12,Poor
3203,2128,1103,2.8,0.08,51,Poor
3204,4794,2795,4.3,0.25,73,Poor
3205,4474,3836,2.9,0.4,60,Poor
3206,3287,3073,3.7,0.22,40,Poor
3207,3943,1610,3.4,0.08,44,Poor
3208,2055,1928,3.9,0.16,6,Average
3209,2066,739,4.3,0.11,81,Average
3210,3221,3154,4.2,0.06,85,Average
3211,2718,2251,3.8,0.19,13,Average
3212,1928,1042,3.7,0.27,35,Poor
3213,1246,330,3.5,0.04,7,Poor
3214,1822,1581,4.7,0.3,11,Poor
3215,211,196,3.3,0.5,39,Poor
3216,4026,3666,3.1,0.48,96,Poor
3217,1801,1472,4.4,0.41,87,Poor
3218,825,92,3.4,0.13,61,Poor
3219,989,866,4.6,0.01,13,Good
3220,3270,3258,3.3,0.42,48,Poor
3221,589,244,4.3,0.03,50,Average
3222,4967,1620,2.6,0.1,61,Poor
3223,1511,28,3.5,0.27,4,Poor
3224,405,255,3.4,0.09,82,Poor
3225,3654,729,4.5,0.42,66,Poor
3226,3373,2991,4.9,0.39,0,Poor
3227,284,192,3.7,0.38,96,Poor
3228,1598,813,4.6,0.41,48,Poor
3229,2146,1954,4.2,0.11,16,Average
3230,4263,46,4.9,0.36,72,Poor
3231,2151,1246,4.5,0.18,94,Average
3232,1723,104,2.7,0.33,34,Poor
3233,2150,1875,4.3,0.06,66,Average
3234,3707,3121,3.8,0.35,12,Poor
3235,4703,1142,2.5,0.49,36,Poor
3236,3646,1233,3.1,0.02,37,Poor
3237,3798,31,4.8,0.05,77,Average
3238,3223,1032,4.8,0.06,5,Good
3239,1865,1073,4.5,0.22,92,Poor
3240,3891,1768,5.0,0.15,62,Average
3241,2055,1081,4.5,0.4,48,Poor
3242,4543,1896,2.5,0.24,8,Poor
3243,724,591,3.2,0.24,35,Poor
3244,436,313,2.6,0.36,22,Poor
3245,2208,1403,2.7,0.18,78,Poor
3246,2711,1698,3.0,0.18,56,Poor
3247,2114,199,3.8,0.38,49,Poor
3248,3901,816,4.6,0.39,58,Poor
3249,3303,3203,4.7,0.01,6,Excellent
3250,4686,3833,4.0,0.07,46,Average
3251,4316,2044,4.8,0.11,88,Average
3252,789,518,3.8,0.18,86,Average
3253,1451,1189,4.7,0.15,74,Average
3254,3309,2508,3.6,0.33,55,Poor
3255,2327,906,3.2,0.41,7,Poor
3256,3954,2488,4.8,0.1,35,Average
3257,3973,3407,3.5,0.28,41,Poor
3258,4264,1539,3.8,0.18,38,Average
3259,3277,2535,3.3,0.25,64,Poor
3260,2881,2780,4.2,0.31,43,Poor
3261,3808,2452,5.0,0.45,76,Poor
3262,2562,2381,2.6,0.1,79,Poor
3263,2201,790,4.7,0.04,45,Average
3264,3725,1298,2.5,0.31,12,Poor
3265,2795,978,3.4,0.2,36,Poor
3266,3916,936,2.9,0.08,13,Poor
3267,3814,2090,4.4,0.06,12,Good
3268,2272,1801,2.6,0.28,11,Poor
3269,2842,358,3.9,0.15,54,Average
3270,1747,1536,3.2,0.5,27,Poor
3271,3512,2890,2.8,0.2,21,Poor
3272,4113,3602,4.4,0.11,83,Average
3273,1574,385,3.0,0.31,18,Poor
3274,4810,934,3.1,0.12,74,Poor
3275,82,81,3.2,0.25,29,Poor
3276,4075,3690,4.0,0.24,53,Poor
3277,2616,494,4.1,0.23,89,Poor
3278,2853,1466,2.5,0.4,14,Poor
3279,3946,1399,3.1,0.11,29,Poor
3280,3759,1503,3.6,0.45,28,Poor
3281,769,522,3.3,0.4,31,Poor
3282,4629,2094,4.7,0.17,29,Average
3283,1022,961,4.5,0.09,15,Good
3284,3768,2869,4.1,0.14,35,Average
3285,4452,820,3.3,0.17,81,Poor
3286,4602,1266,4.3,0.28,47,Poor
3287,2257,883,4.6,0.02,27,Average
3288,4476,2757,4.0,0.46,61,Poor
3289,4370,3515,4.5,0.05,82,Average
3290,3080,758,4.4,0.14,55,Average
3291,3625,1394,3.9,0.05,55,Average
3292,3166,2482,3.3,0.13,74,Poor
3293,3335,1001,4.4,0.42,16,Poor
3294,693,448,3.0,0.31,61,Poor
